,Filename,Pitch,Yaw,Roll,Direction,Emotion
62,85244.jpg,0.0391,-3.0991,-0.449,0,Anger
63,205276.jpg,-0.7182,-2.5406,-2.1142,0,Anger
64,9511.jpg,-16.0925,19.9104,-2.8865,4,Anger
65,180487.jpg,-10.613,4.1772,1.4225,0,Anger
66,394468.jpg,-0.4939,-22.412,-2.7802,1,Anger
67,383624.jpg,-17.6592,-6.8084,-1.6122,4,Anger
68,321062.jpg,-11.0971,38.3443,-0.8979,2,Anger
69,319394.jpg,-0.9887,0.6783,2.0211,0,Anger
70,233220.jpg,-6.6243,-13.0435,10.2407,3,Anger
71,63573.jpg,3.9757,16.7466,0.3894,3,Anger
72,300844.jpg,5.6692,-0.7983,1.0049,0,Anger
73,34786.jpg,0.7931,-0.5523,2.9078,0,Anger
74,128884.jpg,-1.3016,10.4313,-9.0166,2,Anger
75,344613.jpg,-3.8533,-27.6317,-0.9403,1,Anger
76,321434.jpg,-13.0355,-5.5967,0.635,4,Anger
77,218249.jpg,9.2212,13.8064,-9.58,3,Anger
78,376085.jpg,-7.1244,-3.1702,2.6019,0,Anger
79,277405.jpg,-3.1751,-2.8022,-0.1435,0,Anger
80,334080.jpg,-4.7153,-2.7875,-3.574,0,Anger
81,51738.jpg,-0.4705,-29.8988,6.9856,3,Anger
82,50350.jpg,-8.4123,-4.2101,-0.0981,4,Anger
83,287848.jpg,-6.0274,-12.7505,2.0058,4,Anger
84,281233.jpg,-9.8073,2.486,-2.3354,0,Anger
85,111611.jpg,-10.5243,-5.1852,6.6893,4,Anger
86,357302.jpg,4.3974,0.8416,4.6237,3,Anger
87,89547.jpg,-9.8819,-12.4333,-2.6282,0,Anger
88,250818.jpg,-1.8438,-24.4957,-4.7177,1,Anger
89,100006.jpg,-3.4424,3.5197,-1.2944,0,Anger
90,229971.jpg,-4.0502,-7.3834,-9.526,1,Anger
91,63362.jpg,6.0224,1.4857,5.3004,3,Anger
92,325666.jpg,-12.8869,9.3143,10.6223,4,Anger
93,263447.jpg,-5.4669,-4.6346,-0.5063,0,Anger
94,32470.jpg,-8.1064,3.4131,-2.0576,0,Anger
95,136041.jpg,10.3456,-9.1477,9.2556,3,Anger
96,11404.jpg,-6.4567,-6.4723,-0.2488,0,Anger
97,44308.jpg,-11.6418,-3.4994,-11.7616,4,Anger
98,279724.jpg,-11.4624,-1.0427,-9.0369,4,Anger
99,114208.jpg,-2.0985,-33.3166,5.5843,3,Anger
100,335699.jpg,-7.1171,5.8263,-3.396,0,Anger
101,3288.jpg,19.8982,-11.8615,1.6568,3,Anger
102,284849.jpg,1.2028,17.2187,9.3488,3,Anger
103,367302.jpg,-19.4621,-19.6806,-14.0954,4,Anger
104,190262.jpg,-1.9454,-15.7665,-7.8365,1,Anger
105,319778.jpg,10.9421,-15.1001,-1.1433,3,Anger
106,319605.jpg,-15.5489,10.6045,8.7331,4,Anger
107,348670.jpg,-6.9728,-9.2303,-6.0215,0,Anger
108,231626.jpg,13.2934,20.1613,-8.247,3,Anger
109,41466.jpg,-11.6206,-1.4758,2.127,4,Anger
110,347916.jpg,-2.8027,0.9127,0.8434,0,Anger
111,255628.jpg,3.9981,-10.5893,-3.2148,0,Anger
112,123942.jpg,-14.1956,24.5712,-0.2974,4,Anger
113,69457.jpg,21.2641,26.4968,-3.8001,3,Anger
114,78995.jpg,-4.4933,10.6772,8.6381,0,Anger
115,221866.jpg,-12.0123,11.6111,-3.1813,4,Anger
116,11383.jpg,1.9708,4.6358,-9.0703,0,Anger
117,390006.jpg,-1.5063,5.2442,1.4692,0,Anger
118,199371.jpg,0.6393,-2.7007,10.0999,4,Anger
119,166438.jpg,10.3463,9.8743,8.3413,3,Anger
120,118256.jpg,-2.6231,3.494,1.4955,0,Anger
121,202096.jpg,14.3902,31.1873,-9.4387,2,Anger
122,310516.jpg,-4.4653,-33.8248,1.4555,1,Anger
123,11906.jpg,-4.6976,2.7615,-0.199,0,Anger
124,24452.jpg,3.6787,15.1043,2.6642,3,Anger
125,10979.jpg,-20.201,8.5935,6.332,4,Anger
126,129899.jpg,-6.5673,-0.1753,-1.773,0,Anger
127,267162.jpg,-24.0535,-19.5553,-14.2198,4,Anger
128,263219.jpg,-16.599,-2.4758,-0.3717,4,Anger
129,213572.jpg,-9.5957,2.8605,0.1639,0,Anger
130,330636.jpg,8.8728,-4.1274,0.7704,3,Anger
131,98378.jpg,-0.9612,-5.6347,1.1912,0,Anger
132,355045.jpg,7.5316,2.5362,9.0534,3,Anger
133,332433.jpg,-25.9699,4.3657,-3.512,4,Anger
134,30608.jpg,6.0457,9.7128,-1.1781,3,Anger
135,403975.jpg,-9.5909,0.5197,-0.3401,0,Anger
136,38061.jpg,-3.9595,8.9958,-3.6177,0,Anger
137,72832.jpg,5.7373,-4.22,0.6772,0,Anger
138,147339.jpg,11.293,-15.3338,-6.617,3,Anger
139,128267.jpg,10.0892,-16.581,-5.5653,3,Anger
140,130562.jpg,-19.1363,8.5199,2.9175,4,Anger
141,66111.jpg,-15.4018,3.8383,1.4126,4,Anger
142,216652.jpg,-5.0224,-1.5412,-4.5134,0,Anger
143,85268.jpg,4.3389,-15.5732,-4.924,3,Anger
144,109774.jpg,-19.8896,7.0049,-15.067,4,Anger
145,55570.jpg,20.6631,7.3438,4.9061,3,Anger
146,347959.jpg,2.0472,-1.0353,3.0599,0,Anger
147,381281.jpg,-18.6266,5.0488,-11.65,4,Anger
148,394848.jpg,-11.3536,10.4496,-4.633,4,Anger
149,170500.jpg,9.4327,21.1594,-2.5762,3,Anger
150,66761.jpg,-4.8852,-0.525,1.6814,0,Anger
151,43882.jpg,-1.9394,0.9222,0.4013,0,Anger
152,307038.jpg,-12.9401,10.718,-8.7629,4,Anger
153,303026.jpg,-3.2112,-3.8424,-5.1163,0,Anger
154,341206.jpg,-9.6007,14.1337,5.8317,4,Anger
155,45522.jpg,-17.7773,21.463,15.7674,4,Anger
156,4747.jpg,-2.123,16.0902,-6.4732,2,Anger
157,335346.jpg,-3.3814,-2.0279,-2.5538,0,Anger
158,115775.jpg,-12.1332,-1.1026,4.6419,4,Anger
159,154490.jpg,-19.2932,-2.9236,2.7915,4,Anger
160,406897.jpg,12.2412,5.8362,-1.378,3,Anger
161,313773.jpg,-15.6236,-4.3402,3.1183,4,Anger
162,19906.jpg,1.8926,-9.3767,-16.8902,3,Anger
163,242919.jpg,-2.72,12.8602,-5.2122,2,Anger
164,102579.jpg,-5.0191,33.9819,10.5826,3,Anger
165,231489.jpg,1.6704,8.2756,-0.3561,0,Anger
166,110463.jpg,-17.111,8.4808,-10.9798,4,Anger
167,222675.jpg,-5.4966,-34.7582,1.8901,1,Anger
168,251251.jpg,-9.9837,-10.3698,4.315,4,Anger
169,195663.jpg,0.2309,-30.2289,2.8062,1,Anger
170,289541.jpg,-21.9792,-4.9779,3.4457,4,Anger
171,361915.jpg,-6.799,2.2437,-8.169,4,Anger
172,182554.jpg,-2.7984,-4.8606,-3.4057,0,Anger
173,245388.jpg,-2.028,-0.6116,0.3541,0,Anger
174,395168.jpg,-12.0076,-0.8716,-8.797,4,Anger
175,269741.jpg,6.3564,-18.4703,4.6053,1,Anger
176,124065.jpg,-0.9177,-15.7636,11.4948,3,Anger
177,243478.jpg,-8.9494,-11.6873,0.1371,0,Anger
178,268976.jpg,-11.0512,-20.3651,2.4521,4,Anger
179,225252.jpg,-5.7829,18.0806,-1.1564,2,Anger
180,57796.jpg,-9.1622,12.8636,3.0878,0,Anger
181,86330.jpg,-2.9935,-2.9853,0.0027,0,Anger
182,55767.jpg,-1.6168,5.245,-2.9574,0,Anger
183,353509.jpg,-18.2663,32.4513,-3.2256,2,Anger
184,308464.jpg,-7.1134,-0.2293,0.7227,0,Anger
185,304896.jpg,4.3946,-14.7506,10.0754,3,Anger
186,197023.jpg,-13.0119,27.6193,11.2127,2,Anger
187,275798.jpg,-1.5229,2.2715,1.0106,0,Anger
188,31015.jpg,-0.3675,-43.5242,4.5211,1,Anger
189,285106.jpg,-6.4843,18.2843,-6.561,4,Anger
190,169629.jpg,-2.7456,4.196,-1.9219,0,Anger
191,331478.jpg,-1.9822,5.4808,1.0274,0,Anger
192,161240.jpg,25.5522,-22.5989,1.7053,3,Anger
193,44260.jpg,-9.7484,-3.3215,2.7665,4,Anger
194,100210.jpg,-9.5399,-8.7165,7.7505,4,Anger
195,170853.jpg,-4.7199,4.0395,-1.763,0,Anger
196,56731.jpg,16.9396,-8.4569,0.5152,3,Anger
197,159347.jpg,1.994,-8.3804,10.009,1,Anger
198,345312.jpg,1.7549,1.4559,-3.1038,0,Anger
199,268634.jpg,-0.4921,-4.6001,2.3604,0,Anger
200,138945.jpg,-6.7672,-5.1284,3.08,0,Anger
201,139279.jpg,2.3843,-9.737,4.2887,0,Anger
202,293523.jpg,0.1318,-1.7243,-1.5693,0,Anger
203,113598.jpg,-20.3081,-3.207,5.9041,4,Anger
204,385037.jpg,0.469,-1.8966,-23.8192,3,Anger
205,313727.jpg,10.5331,-2.883,1.8642,3,Anger
206,4599.jpg,-7.7068,-29.0627,-9.8434,1,Anger
207,291782.jpg,8.5204,17.1653,9.1743,3,Anger
208,271085.jpg,9.6521,-4.389,-3.4382,3,Anger
209,37685.jpg,-25.1263,-2.5649,7.1921,4,Anger
210,179948.jpg,-8.3566,10.8197,2.4956,0,Anger
211,101582.jpg,0.9362,-29.5963,2.976,1,Anger
212,155539.jpg,-12.5622,-14.5555,3.2487,3,Anger
213,108672.jpg,-2.638,5.4626,-17.2417,3,Anger
214,85769.jpg,-0.4912,2.1229,-2.0276,0,Anger
215,204350.jpg,-1.8331,-22.011,-7.3603,1,Anger
216,276266.jpg,-2.7208,18.0157,0.5959,2,Anger
217,280179.jpg,-8.6711,36.8478,8.0526,2,Anger
218,294545.jpg,-8.5303,-17.1695,-5.0557,0,Anger
219,8178.jpg,3.1141,6.5678,-7.6549,0,Anger
220,110602.jpg,-4.2323,-11.6553,6.3871,3,Anger
221,54345.jpg,-10.0781,-5.2271,2.5132,4,Anger
222,353083.jpg,-15.1227,-2.7545,-15.791,4,Anger
223,26756.jpg,-5.4653,3.6014,0.1956,0,Anger
224,168321.jpg,10.4308,7.2318,11.5618,3,Anger
225,367686.jpg,-6.296,-6.1245,-13.2229,4,Anger
226,201113.jpg,-12.0655,14.1816,-0.0916,4,Anger
227,85696.jpg,-15.2997,-2.79,3.2262,4,Anger
228,296856.jpg,-6.4028,9.8911,7.3807,0,Anger
229,138688.jpg,-7.2685,3.7931,8.7947,0,Anger
230,289966.jpg,-15.7907,8.8891,12.7992,4,Anger
231,6252.jpg,-17.2541,-4.7763,14.0179,4,Anger
232,116400.jpg,-21.8776,20.1462,1.3773,4,Anger
233,230581.jpg,-2.9212,20.892,4.9301,2,Anger
234,155948.jpg,-5.4197,-6.47,-0.4795,0,Anger
235,32819.jpg,-5.263,4.4055,-0.1626,0,Anger
236,246249.jpg,6.0787,27.5779,1.2371,3,Anger
237,65008.jpg,-8.6234,17.8643,10.5889,2,Anger
238,207788.jpg,0.5414,-9.6027,2.7563,0,Anger
239,147235.jpg,5.4593,-7.3424,4.0911,0,Anger
240,129639.jpg,-7.0712,10.8443,-11.0108,4,Anger
241,254674.jpg,-8.4067,27.1047,-1.8034,2,Anger
242,7224.jpg,-11.8502,0.4608,3.5931,4,Anger
243,373905.jpg,-4.5765,-6.793,1.4953,0,Anger
244,402378.jpg,-15.368,6.8552,7.1482,4,Anger
245,85415.jpg,-16.2711,-12.4291,-11.9043,4,Anger
246,98.jpg,-7.3425,17.1185,-6.6563,4,Anger
247,233302.jpg,-5.7074,0.9969,-0.558,0,Anger
248,197640.jpg,3.7712,-0.785,1.3196,0,Anger
249,150977.jpg,-5.8745,12.6133,2.4722,0,Anger
250,191752.jpg,-8.914,4.6299,-0.2619,0,Anger
251,164490.jpg,-16.9586,-9.9547,-8.763,4,Anger
252,41956.jpg,-20.6371,45.6198,27.6364,2,Anger
253,270420.jpg,-10.8421,17.9282,6.6044,2,Anger
254,212870.jpg,-7.5648,0.6713,1.2043,0,Anger
255,341139.jpg,-6.9206,-32.3749,-5.0178,1,Anger
256,295923.jpg,-18.9652,-18.674,-5.4858,4,Anger
257,134573.jpg,-3.0295,-1.8123,-0.2522,0,Anger
258,61778.jpg,-5.7765,-11.4715,10.0086,4,Anger
259,204903.jpg,-7.5854,24.6462,-6.2372,4,Anger
260,142363.jpg,-1.2073,-3.2801,-1.3015,0,Anger
261,155337.jpg,-19.2632,7.6869,8.624,4,Anger
262,399757.jpg,-5.8762,-33.8824,7.7057,3,Anger
263,412913.jpg,-23.1322,-0.7846,-0.4812,4,Anger
264,272551.jpg,19.934,-12.754,0.1596,3,Anger
265,197457.jpg,-5.2356,6.484,3.8109,0,Anger
266,238441.jpg,3.8955,-4.0312,1.1459,0,Anger
267,274287.jpg,5.3782,-7.6138,-6.6555,3,Anger
268,371527.jpg,-0.8478,29.2265,2.4252,2,Anger
269,36109.jpg,-14.7901,2.4933,-0.5191,4,Anger
270,388457.jpg,-2.5028,2.1599,3.0624,0,Anger
271,112663.jpg,7.291,-6.0967,-0.8675,0,Anger
272,266198.jpg,-15.8039,1.786,5.4336,4,Anger
273,381389.jpg,-10.8752,-4.8662,0.4659,4,Anger
274,109373.jpg,1.5291,-0.1147,10.4241,2,Anger
275,183565.jpg,-0.8185,6.2771,-4.6124,0,Anger
276,181539.jpg,5.1747,0.0473,-5.3153,0,Anger
277,273238.jpg,-3.4805,5.2852,-3.8208,0,Anger
278,332057.jpg,-8.7782,43.8693,1.6767,2,Anger
279,300479.jpg,1.0787,-4.3285,-2.7353,0,Anger
280,386834.jpg,1.2058,-24.1773,-13.7615,3,Anger
281,96329.jpg,-6.357,27.8837,-1.226,2,Anger
282,217693.jpg,-3.3109,0.921,-3.9128,0,Anger
283,296584.jpg,6.3473,-19.3167,-0.7496,3,Anger
284,120520.jpg,7.646,0.2955,-0.4805,0,Anger
285,299250.jpg,-9.5923,2.0168,-0.3361,0,Anger
286,378187.jpg,-2.8014,-6.2566,1.2372,0,Anger
287,25592.jpg,0.6245,-9.7218,-2.4374,0,Anger
288,8876.jpg,-1.7452,9.859,4.1345,0,Anger
289,191435.jpg,-15.7166,6.0646,9.5477,4,Anger
290,201963.jpg,-3.8145,-0.2503,5.6153,0,Anger
291,378345.jpg,-7.4104,4.3199,5.7069,0,Anger
292,57082.jpg,-3.2653,-1.7567,1.4588,0,Anger
293,385106.jpg,5.7672,-13.3053,3.2252,0,Anger
294,139920.jpg,-3.9707,2.1306,-3.6963,0,Anger
295,16102.jpg,-8.983,-7.5564,2.9698,4,Anger
296,173261.jpg,-3.0441,-2.0909,2.1188,0,Anger
297,42614.jpg,14.0454,17.5729,-2.8527,3,Anger
298,208153.jpg,0.1897,-4.8827,11.4769,3,Anger
299,25192.jpg,-21.4209,17.9469,13.4383,4,Anger
300,287719.jpg,-12.3851,10.435,1.2772,4,Anger
301,388185.jpg,-10.7072,20.8325,0.9306,2,Anger
302,170725.jpg,-10.4327,-3.3323,-0.8395,4,Anger
303,412047.jpg,3.9319,-6.051,-0.9153,0,Anger
304,78758.jpg,-7.3963,-25.8173,-6.3342,1,Anger
305,159975.jpg,-6.247,6.6421,1.584,0,Anger
306,337793.jpg,-3.0182,-21.3078,-13.5065,3,Anger
307,258900.jpg,-7.72,38.8857,6.4538,2,Anger
308,325183.jpg,-12.471,21.9979,9.1316,2,Anger
309,226615.jpg,-9.5958,-10.7719,3.6799,4,Anger
310,411022.jpg,-19.3111,-3.7921,-2.1268,4,Anger
311,272102.jpg,-0.519,2.2251,3.2807,0,Anger
312,323379.jpg,-20.4255,-3.5878,-1.3462,4,Anger
313,48049.jpg,-16.0011,-4.9656,3.5454,4,Anger
314,232727.jpg,-12.2139,-0.4863,0.3783,4,Anger
315,247790.jpg,-1.0165,3.4002,2.465,0,Anger
316,228067.jpg,10.2053,38.6382,-12.6618,2,Anger
317,295323.jpg,6.4677,-4.0131,-4.7627,3,Anger
318,56500.jpg,-7.5696,-8.3211,0.9339,4,Anger
319,182633.jpg,-12.9854,4.4303,-3.0844,4,Anger
320,187561.jpg,-4.1094,-5.5292,-0.56,0,Anger
321,52518.jpg,7.4127,-8.4129,7.4994,0,Anger
322,140473.jpg,-10.4909,-11.7259,0.0077,4,Anger
323,250246.jpg,-0.16,25.3217,3.3223,2,Anger
324,146687.jpg,-2.1364,35.2186,7.9603,2,Anger
325,144966.jpg,-5.8237,-39.9982,0.5987,1,Anger
326,365716.jpg,-0.4613,5.1027,-1.3899,0,Anger
327,44643.jpg,8.7125,-17.3414,-3.2993,3,Anger
328,45267.jpg,6.5754,-3.2061,-0.0868,0,Anger
329,386566.jpg,-7.632,-4.879,1.9221,0,Anger
330,128791.jpg,-13.4841,15.8206,-4.8558,4,Anger
331,231060.jpg,-20.915,-1.2344,0.9019,4,Anger
332,12514.jpg,-9.3823,-12.4969,-1.9638,0,Anger
333,182881.jpg,-12.7922,-0.6662,-5.6564,4,Anger
334,210949.jpg,-14.4926,-4.5602,-6.2649,4,Anger
335,348964.jpg,-6.4777,0.788,7.022,0,Anger
336,315845.jpg,0.9312,0.3468,7.3362,3,Anger
337,171601.jpg,5.0952,-1.6752,-8.9942,3,Anger
338,121966.jpg,-17.134,0.7425,4.6214,4,Anger
339,285335.jpg,-13.4678,-18.1003,-9.9525,1,Anger
340,154414.jpg,-14.1597,-2.7316,0.7533,4,Anger
341,24929.jpg,-0.3893,-14.3236,-5.538,1,Anger
342,52194.jpg,-3.8768,16.9881,5.9424,2,Anger
343,21641.jpg,-1.0303,1.5625,0.8582,0,Anger
344,376488.jpg,0.073,-36.9063,6.5861,1,Anger
345,339515.jpg,-11.1458,0.7749,-15.8019,4,Anger
346,23934.jpg,6.7997,3.9794,-0.9754,0,Anger
347,288104.jpg,4.8239,-10.4703,10.3055,4,Anger
348,313021.jpg,-8.1761,10.4608,0.3024,0,Anger
349,68420.jpg,-4.5327,-7.2495,-2.4671,0,Anger
350,306701.jpg,1.3281,-3.5492,-10.4969,3,Anger
351,342251.jpg,4.4958,22.5669,-0.6634,2,Anger
352,85849.jpg,-0.1012,4.534,-3.4962,0,Anger
353,288512.jpg,-1.575,28.1768,-21.228,3,Anger
354,21140.jpg,-11.54,6.6376,3.873,4,Anger
355,313765.jpg,0.4297,11.3768,1.9629,3,Anger
356,76113.jpg,-14.6502,-11.3263,-1.747,4,Anger
357,196466.jpg,9.3066,18.5443,12.4946,3,Anger
358,368309.jpg,-3.3307,-11.5345,-0.4906,0,Anger
359,380693.jpg,-0.4772,-1.2515,1.6864,0,Anger
360,177016.jpg,-10.3208,-10.0091,5.3989,3,Anger
361,172268.jpg,-0.8662,-6.2804,-12.8559,3,Anger
362,24296.jpg,-6.3511,4.1484,-1.3793,0,Anger
363,105301.jpg,3.7005,-20.4828,8.9244,1,Anger
364,318870.jpg,-7.1801,19.1039,7.9245,2,Anger
365,6851.jpg,3.7791,-14.0344,-10.7616,3,Anger
366,317376.jpg,0.746,-1.2775,-3.7113,0,Anger
367,353320.jpg,3.0354,6.2149,0.3622,0,Anger
368,157485.jpg,-16.2477,-5.5414,-0.4495,4,Anger
369,231512.jpg,-1.8118,-0.2136,23.9218,4,Anger
370,264454.jpg,-16.6874,4.4631,-1.8104,4,Anger
371,163666.jpg,-14.4138,2.015,0.5712,4,Anger
372,311628.jpg,2.6778,-15.0404,0.0925,0,Anger
373,256857.jpg,-5.2686,-12.1107,-1.1072,0,Anger
374,249014.jpg,-11.8313,-2.4422,-0.1192,4,Anger
375,323242.jpg,-3.1219,-1.1439,-1.6273,0,Anger
376,187327.jpg,-14.9904,-7.1003,-14.5507,4,Anger
377,349008.jpg,-4.6619,-3.5427,2.9383,0,Anger
378,389674.jpg,-13.8988,4.2849,-0.7436,4,Anger
379,343453.jpg,3.5423,-11.4893,-6.7082,3,Anger
380,98736.jpg,-14.9622,-5.3548,-11.2839,4,Anger
381,114319.jpg,-12.0715,2.3445,2.0216,4,Anger
382,166150.jpg,-1.3423,-14.6349,-1.2121,0,Anger
383,298690.jpg,-7.8672,8.0003,2.4318,0,Anger
384,185784.jpg,-10.0521,12.2733,10.3244,4,Anger
385,277545.jpg,-7.9225,-6.6507,1.5205,0,Anger
386,88009.jpg,-27.6659,-1.3935,-1.5594,4,Anger
387,50292.jpg,-23.869,8.0352,2.1588,4,Anger
388,905.jpg,-10.8742,25.9021,2.3531,2,Anger
389,327653.jpg,-3.2134,-19.7151,-15.4995,1,Anger
390,238608.jpg,-15.4107,-35.2884,-8.3156,1,Anger
391,53201.jpg,5.3878,2.0724,2.1871,3,Anger
392,321582.jpg,-26.0924,-27.9689,9.1959,4,Anger
393,405745.jpg,-8.2737,11.349,1.3333,0,Anger
394,212303.jpg,-21.0815,-11.7328,-1.1044,4,Anger
395,131233.jpg,-5.4257,14.0172,-3.3676,4,Anger
396,53254.jpg,5.0136,7.2786,-7.7769,0,Anger
397,286758.jpg,-14.4248,-3.9275,-5.7159,4,Anger
398,260177.jpg,-10.3044,-19.7629,-21.1512,4,Anger
399,381740.jpg,-19.2189,12.1881,3.8643,4,Anger
400,102131.jpg,-15.6717,-24.2775,-9.5422,1,Anger
401,371198.jpg,8.7665,9.0949,-1.066,3,Anger
402,168920.jpg,-10.8132,22.376,8.1268,2,Anger
403,19568.jpg,-1.373,-14.0926,-5.1439,1,Anger
404,234782.jpg,0.314,-12.0122,-4.7492,1,Anger
405,410658.jpg,-8.5043,5.082,5.0775,0,Anger
406,290834.jpg,-19.6837,31.6462,2.1463,4,Anger
407,16003.jpg,-5.7767,-0.2126,4.7236,0,Anger
408,164524.jpg,-5.6227,-10.4911,-10.7495,0,Anger
409,218446.jpg,-19.2439,0.8107,-14.2356,4,Anger
410,234305.jpg,-0.5329,-11.3048,-10.2662,3,Anger
411,249504.jpg,4.4406,-1.2131,0.2464,0,Anger
412,380836.jpg,-9.0964,-13.074,-5.713,0,Anger
413,35784.jpg,-10.6385,-9.2217,-14.7574,4,Anger
414,381527.jpg,-4.9913,-0.8329,-3.2058,0,Anger
415,392534.jpg,6.3929,-3.6756,0.2747,0,Anger
416,279701.jpg,-4.6611,-1.6199,-0.1306,0,Anger
417,233595.jpg,-21.7504,-3.112,-1.3141,4,Anger
418,193786.jpg,-12.9313,30.3045,3.4599,2,Anger
419,69326.jpg,-15.526,-8.0147,-8.2372,4,Anger
420,197845.jpg,-3.8134,-10.0329,5.688,1,Anger
421,45196.jpg,-15.2381,17.1407,15.9113,4,Anger
422,181312.jpg,-21.5749,8.4744,-1.5059,4,Anger
423,307745.jpg,-0.6979,-5.1926,0.8349,0,Anger
424,376038.jpg,-16.5834,-3.8111,-1.294,4,Anger
425,167310.jpg,-4.8564,13.5129,-0.4236,2,Anger
426,349385.jpg,-4.9709,1.1064,8.0241,0,Anger
427,241779.jpg,12.6465,-28.9883,-2.8737,3,Anger
428,20962.jpg,5.8013,15.2172,-3.6129,2,Anger
429,216751.jpg,-15.1161,5.4549,-17.1156,4,Anger
430,34875.jpg,-4.8351,-25.5233,-5.4762,1,Anger
431,234947.jpg,-7.9559,4.8634,-4.6846,0,Anger
432,193654.jpg,-7.2962,-20.7581,6.7984,3,Anger
433,216408.jpg,-2.1993,-22.6462,-1.7917,1,Anger
434,371184.jpg,-5.0118,0.5617,-1.4977,0,Anger
435,93038.jpg,0.2747,-10.4011,-0.6872,0,Anger
436,175622.jpg,-10.8261,-12.8807,-14.4528,4,Anger
437,263059.jpg,-7.6371,-3.7669,-10.3745,4,Anger
438,275432.jpg,1.8754,-8.0975,-6.4415,3,Anger
439,290269.jpg,6.4196,3.251,-2.6404,0,Anger
440,116610.jpg,-19.7313,4.4871,-0.5032,4,Anger
441,92923.jpg,11.5932,8.2182,-3.38,3,Anger
